scenario,region,basin,resource,subresource,year,value,Units
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2005,0.430843,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2010,0.404305,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2015,0.388005,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2020,0.419619,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2025,0.436988,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2030,0.460696,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2035,0.487771,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2040,0.513023,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2045,0.537206,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2050,0.562494,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2055,0.58758,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2060,0.614202,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2065,0.642474,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2070,0.672137,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2075,0.702375,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2080,0.732467,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2085,0.761732,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2090,0.790747,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2095,0.819108,km^3
rcp85hotter_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2100,0.847735,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,1975,0,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,1990,3.16572,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2005,4.44444,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2010,4.18551,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2015,4.28184,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2020,4.97378,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2025,4.75377,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2030,6.55329,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2035,3.87101,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2040,8.90342,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2045,9.11294,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2050,9.21504,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2055,9.40339,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2060,8.16155,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2065,7.29546,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2070,8.31791,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2075,4.34872,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2080,7.8573,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2085,7.47409,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2090,7.90615,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2095,7.98634,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2100,6.82507,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,1975,2.70739,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,1990,2.70824,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2005,2.70942,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2010,2.7098,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2015,2.71018,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2020,2.5923,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2025,3.16264,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2030,1.9957,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2035,5.4882,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2040,1.32303,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2045,1.92184,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2050,1.72184,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2055,1.34861,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2060,2.35262,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2065,2.96566,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2070,1.71512,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2075,5.07924,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2080,1.17644,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2085,2.05613,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2090,1.68155,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2095,1.23684,km^3
rcp85hotter_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2100,2.15995,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,1975,0,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,1990,8.48962,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2005,16.8945,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2010,15.0761,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2015,15.9448,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2020,7.50383,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2025,14.3124,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2030,12.335,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2035,11.4587,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2040,18.2766,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2045,14.7518,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2050,18.1967,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2055,19.9704,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2060,11.4539,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2065,21.2805,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2070,19.4858,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2075,16.8824,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2080,24.3932,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2085,21.1904,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2090,25.4309,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2095,22.1779,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2100,3.28658,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,1975,16.0189,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,1990,16.0265,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2005,16.0418,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2010,16.0463,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2015,16.0511,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2020,21.3917,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2025,15.3714,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2030,17.5756,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2035,18.5726,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2040,13.6177,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2045,16.0913,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2050,11.9018,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2055,12.9181,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2060,20.1928,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2065,13.7653,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2070,16.0897,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2075,17.9341,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2080,13.8402,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2085,16.1224,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2090,14.8407,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2095,18.5996,km^3
rcp85hotter_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2100,33.4103,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,1975,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,1990,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2005,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2010,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2015,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2020,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2025,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2030,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2035,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2040,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2045,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2050,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2055,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2060,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2065,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2070,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2075,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2080,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2085,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2090,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2095,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2100,0,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,1975,57.3386,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,1990,24.9795,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2005,26.9079,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2010,26.5434,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2015,25.9381,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2020,26.1477,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2025,27.0852,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2030,25.3137,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2035,23.6629,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2040,20.5166,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2045,18.5962,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2050,15.9764,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2055,16.3854,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2060,16.6913,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2065,17.1565,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2070,17.9174,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2075,18.4674,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2080,19.1949,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2085,20.0437,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2090,20.8316,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2095,21.6586,km^3
rcp85hotter_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2100,22.3274,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,1975,0,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,1990,4.76328,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2005,17.2116,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2010,17.628,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2015,17.561,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2020,9.68776,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2025,5.7429,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2030,21.593,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2035,12.1436,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2040,27.7552,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2045,38.6647,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2050,17.1684,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2055,17.001,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2060,8.82433,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2065,1.37482,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2070,23.0568,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2075,8.97745,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2080,22.0164,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2085,37.8435,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2090,22.3354,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2095,16.3981,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2100,3.88096,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,1975,34.0502,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,1990,34.0604,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2005,34.0971,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2010,34.1096,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2015,34.2056,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2020,39.1179,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2025,46.1224,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2030,35.7855,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2035,38.2479,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2040,30.8037,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2045,20.4579,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2050,33.6615,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2055,34.1601,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2060,40.6157,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2065,52.6072,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2070,37.4967,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2075,41.774,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2080,33.3675,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2085,20.0943,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2090,34.2975,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2095,38.4119,km^3
rcp85hotter_ssp5,USA,Missouri River,Missouri River_water withdrawals,runoff,2100,47.7729,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,1975,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,1990,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2005,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2010,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2015,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2020,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2025,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2030,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2035,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2040,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2045,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2050,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2055,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2060,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2065,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2070,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2075,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2080,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2085,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2090,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2095,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,groundwater,2100,0,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,1975,61.8056,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,1990,4.32089,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2005,4.75035,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2010,3.81535,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2015,3.56561,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2020,3.08865,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2025,3.2049,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2030,3.3757,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2035,3.50855,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2040,3.65745,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2045,3.80953,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2050,3.92235,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2055,4.07406,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2060,4.21619,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2065,4.40867,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2070,4.63038,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2075,4.77204,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2080,4.99078,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2085,5.22502,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2090,5.42331,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2095,5.64239,km^3
rcp85hotter_ssp5,USA,New England,New England_water withdrawals,runoff,2100,5.79506,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,1975,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,1990,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2005,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2010,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2015,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2020,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2025,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2030,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2035,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2040,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2045,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2050,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2055,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2060,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2065,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2070,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2075,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2080,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2085,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2090,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2095,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,groundwater,2100,0,km^3
rcp85hotter_ssp5,USA,Ohio River,Ohio River_water withdrawals,runoff,1975,53.3395,km^3
