scenario,region,basin,resource,subresource,year,value,Units,share
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,groundwater,2060,23.2012,km^3,0.7237449367769748
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,groundwater,2065,22.2873,km^3,0.6942764009634448
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,groundwater,2070,25.3366,km^3,0.728534672437451
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,groundwater,2075,25.0465,km^3,0.7667942998863272
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,groundwater,2080,21.6331,km^3,0.8216094477243768
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,groundwater,2085,7.57445,km^3,0.5247164593510916
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,groundwater,2090,1.88438,km^3,0.18483501112808035
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,groundwater,2095,0.907276,km^3,0.13307116364152646
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,groundwater,2100,0,km^3,0
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,1975,7.50039,km^3,1
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,1990,7.50062,km^3,0.6058668915458668
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2005,7.50166,km^3,0.5333808292734259
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2010,7.50293,km^3,0.5047335610250298
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2015,7.50439,km^3,0.4696978042268101
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2020,9.70829,km^3,0.5392736465374589
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2025,10.9137,km^3,0.5553740557770871
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2030,12.5662,km^3,0.5596967726418373
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2035,8.27376,km^3,0.34806020429884066
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2040,4.34132,km^3,0.16130029441357305
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2045,5.55296,km^3,0.2013528047092166
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2050,7.15158,km^3,0.24721931078730425
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2055,4.73613,km^3,0.14971062325135617
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2060,8.85595,km^3,0.2762550632230251
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2065,9.81418,km^3,0.3057235990365554
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2070,9.44088,km^3,0.2714653275625491
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2075,7.61741,km^3,0.23320570011367284
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2080,4.69705,km^3,0.1783905522756232
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2085,6.86087,km^3,0.4752835406489084
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2090,8.31055,km^3,0.8151649888719197
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2095,5.9107,km^3,0.8669288363584736
rcp85cooler_ssp3,USA,Rio Grande River,Rio Grande River_water withdrawals,runoff,2100,10.7783,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,1975,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,1990,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2005,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2010,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2015,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2020,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2025,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2030,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2035,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2040,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2045,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2050,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2055,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2060,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2065,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2070,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2075,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2080,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2085,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2090,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2095,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,groundwater,2100,0,km^3,0
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,1975,72.3764,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,1990,44.3692,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2005,56.3803,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2010,55.4519,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2015,53.6011,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2020,52.0733,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2025,53.6911,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2030,51.0064,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2035,47.4665,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2040,40.5745,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2045,32.7312,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2050,25.8084,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2055,23.1099,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2060,22.3935,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2065,21.9663,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2070,21.9884,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2075,21.3816,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2080,21.1858,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2085,21.349,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2090,20.9288,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2095,21.5768,km^3,1
rcp85cooler_ssp3,USA,South Atlantic Gulf,South Atlantic Gulf_water withdrawals,runoff,2100,20.3795,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,1975,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,1990,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2005,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2010,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2015,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2020,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2025,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2030,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2035,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2040,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2045,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2050,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2055,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2060,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2065,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2070,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2075,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2080,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2085,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2090,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2095,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,groundwater,2100,0,km^3,0
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,1975,19.8088,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,1990,7.73574,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2005,9.54611,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2010,9.24437,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2015,7.94045,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2020,5.88906,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2025,5.90901,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2030,5.04403,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2035,4.65059,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2040,4.58021,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2045,3.95334,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2050,2.8366,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2055,2.2218,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2060,2.17884,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2065,2.13791,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2070,2.10611,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2075,2.12689,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2080,2.05246,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2085,2.04851,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2090,1.9786,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2095,1.8351,km^3,1
rcp85cooler_ssp3,USA,Tennessee River,Tennessee River_water withdrawals,runoff,2100,1.81006,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,1975,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,1990,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2005,5.20497,km^3,0.17951657511441016
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2010,1.72759,km^3,0.06769025456087084
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2015,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2020,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2025,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2030,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2035,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2040,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2045,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2050,4.70874,km^3,0.16539397481685883
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2055,6.14182,km^3,0.2158067057346111
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2060,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2065,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2070,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2075,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2080,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2085,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2090,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2095,2.81188,km^3,0.08041805445209572
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,groundwater,2100,0,km^3,0
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,1975,23.7749,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,1990,22.2347,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2005,23.7894,km^3,0.8204834248855899
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2010,23.7944,km^3,0.9323097454391291
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2015,23.5781,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2020,22.1118,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2025,22.9832,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2030,25.6746,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2035,26.1473,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2040,28.6921,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2045,30.177,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2050,23.7611,km^3,0.8346060251831412
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2055,22.318,km^3,0.784193294265389
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2060,27.5892,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2065,27.5226,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2070,29.5963,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2075,28.6805,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2080,29.5896,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2085,31.2862,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2090,31.3401,km^3,1
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2095,32.1539,km^3,0.9195819455479042
rcp85cooler_ssp3,USA,Texas Gulf Coast,Texas Gulf Coast_water withdrawals,runoff,2100,33.9248,km^3,1
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,1975,0,km^3,0
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,1990,0,km^3,0
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2005,0.142929,km^3,0.1289151497331123
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2010,0.0915811,km^3,0.08659822923026748
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2015,0.0364936,km^3,0.03640166395750891
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2020,0,km^3,0
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2025,0,km^3,0
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2030,0.401424,km^3,0.2980091594847586
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2035,0.446523,km^3,0.33499685276727653
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2040,0.609945,km^3,0.4367931905678537
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2045,0.869403,km^3,0.6151224509722072
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2050,0.741301,km^3,0.5231707222399835
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2055,0.926664,km^3,0.5984156576983706
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2060,0.584774,km^3,0.3797951431082107
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2065,0.37221,km^3,0.23145804702414635
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2070,0.991956,km^3,0.5613214273588428
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2075,1.00527,km^3,0.5881038365077536
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2080,1.14429,km^3,0.6315442642276692
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2085,1.30207,km^3,0.6925565344674622
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2090,1.12371,km^3,0.5874532765245576
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2095,1.35462,km^3,0.6582861874683521
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,groundwater,2100,0.958897,km^3,0.47593443807646246
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,1975,0.964923,km^3,1
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,1990,0.927077,km^3,1
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2005,0.965777,km^3,0.8710848502668878
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2010,0.965959,km^3,0.9134017707697325
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2015,0.966032,km^3,0.9635983360424911
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2020,0.98706,km^3,1
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2025,1.22183,km^3,1
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2030,0.945595,km^3,0.7019908405152414
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2035,0.886394,km^3,0.6650031472327234
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2040,0.786471,km^3,0.5632068094321464
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2045,0.543979,km^3,0.3848775490277929
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2050,0.675638,km^3,0.4768292777600165
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2055,0.621865,km^3,0.4015843423016295
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2060,0.954935,km^3,0.6202048568917893
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2065,1.2359,km^3,0.7685419529758537
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2070,0.775224,km^3,0.4386785726411571
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2075,0.704071,km^3,0.4118961634922464
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2080,0.667602,km^3,0.3684557357723308
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2085,0.578022,km^3,0.30744346553253776
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2090,0.78914,km^3,0.4125467234754424
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2095,0.703178,km^3,0.3417138125316479
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2100,1.05587,km^3,0.5240655619235376
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,1975,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,1990,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2005,5.59337,km^3,0.1445088586880559
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2010,3.55699,km^3,0.0969939428380393
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2015,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2020,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2025,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2030,1.79783,km^3,0.05961720016063016
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2035,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2040,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2045,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2050,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2055,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2060,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2065,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2070,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2075,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2080,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2085,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2090,0,km^3,0
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2095,0,km^3,0
